Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
20-24 ani, Total, Total, Tulcea, Anul 2016, Numar persoane, 9621
20-24 ani, Total, Total, Tulcea, Anul 2017, Numar persoane, 9954
20-24 ani, Total, Total, Tulcea, Anul 2018, Numar persoane, 10160
20-24 ani, Total, Total, Tulcea, Anul 2019, Numar persoane, 10109
20-24 ani, Total, Total, Tulcea, Anul 2020, Numar persoane, 10138
20-24 ani, Total, Total, Tulcea, Anul 2021, Numar persoane, 10213
20-24 ani, Total, Total, Tulcea, Anul 2022, Numar persoane, 8736
20-24 ani, Total, Total, Tulcea, Anul 2023, Numar persoane, 9104
20-24 ani, Total, Total, Vrancea, Anul 2012, Numar persoane, 19098
20-24 ani, Total, Total, Vrancea, Anul 2013, Numar persoane, 17670
20-24 ani, Total, Total, Vrancea, Anul 2014, Numar persoane, 17267
20-24 ani, Total, Total, Vrancea, Anul 2015, Numar persoane, 17304
20-24 ani, Total, Total, Vrancea, Anul 2016, Numar persoane, 17679
20-24 ani, Total, Total, Vrancea, Anul 2017, Numar persoane, 18263
20-24 ani, Total, Total, Vrancea, Anul 2018, Numar persoane, 18562
20-24 ani, Total, Total, Vrancea, Anul 2019, Numar persoane, 18299
20-24 ani, Total, Total, Vrancea, Anul 2020, Numar persoane, 18092
20-24 ani, Total, Total, Vrancea, Anul 2021, Numar persoane, 18109
20-24 ani, Total, Total, Vrancea, Anul 2022, Numar persoane, 16904
20-24 ani, Total, Total, Vrancea, Anul 2023, Numar persoane, 17164
20-24 ani, Total, Total, Arges, Anul 2012, Numar persoane, 37134
20-24 ani, Total, Total, Arges, Anul 2013, Numar persoane, 35232
20-24 ani, Total, Total, Arges, Anul 2014, Numar persoane, 34006
20-24 ani, Total, Total, Arges, Anul 2015, Numar persoane, 33171
20-24 ani, Total, Total, Arges, Anul 2016, Numar persoane, 32702
20-24 ani, Total, Total, Arges, Anul 2017, Numar persoane, 32145
20-24 ani, Total, Total, Arges, Anul 2018, Numar persoane, 31458
20-24 ani, Total, Total, Arges, Anul 2019, Numar persoane, 30402
20-24 ani, Total, Total, Arges, Anul 2020, Numar persoane, 29624
20-24 ani, Total, Total, Arges, Anul 2021, Numar persoane, 28780
20-24 ani, Total, Total, Arges, Anul 2022, Numar persoane, 26595
20-24 ani, Total, Total, Arges, Anul 2023, Numar persoane, 26552
20-24 ani, Total, Total, Calarasi, Anul 2012, Numar persoane, 18858
20-24 ani, Total, Total, Calarasi, Anul 2013, Numar persoane, 16906
20-24 ani, Total, Total, Calarasi, Anul 2014, Numar persoane, 15714
20-24 ani, Total, Total, Calarasi, Anul 2015, Numar persoane, 14892
20-24 ani, Total, Total, Calarasi, Anul 2016, Numar persoane, 14798
20-24 ani, Total, Total, Calarasi, Anul 2017, Numar persoane, 14994
20-24 ani, Total, Total, Calarasi, Anul 2018, Numar persoane, 15346
20-24 ani, Total, Total, Calarasi, Anul 2019, Numar persoane, 15563
20-24 ani, Total, Total, Calarasi, Anul 2020, Numar persoane, 15388
20-24 ani, Total, Total, Calarasi, Anul 2021, Numar persoane, 15472
20-24 ani, Total, Total, Calarasi, Anul 2022, Numar persoane, 14383
20-24 ani, Total, Total, Calarasi, Anul 2023, Numar persoane, 14580
20-24 ani, Total, Total, Dambovita, Anul 2012, Numar persoane, 36096
20-24 ani, Total, Total, Dambovita, Anul 2013, Numar persoane, 33008
20-24 ani, Total, Total, Dambovita, Anul 2014, Numar persoane, 30691
20-24 ani, Total, Total, Dambovita, Anul 2015, Numar persoane, 29129
20-24 ani, Total, Total, Dambovita, Anul 2016, Numar persoane, 28357
20-24 ani, Total, Total, Dambovita, Anul 2017, Numar persoane, 27946
20-24 ani, Total, Total, Dambovita, Anul 2018, Numar persoane, 27621
20-24 ani, Total, Total, Dambovita, Anul 2019, Numar persoane, 27187
20-24 ani, Total, Total, Dambovita, Anul 2020, Numar persoane, 26507
20-24 ani, Total, Total, Dambovita, Anul 2021, Numar persoane, 26449
20-24 ani, Total, Total, Dambovita, Anul 2022, Numar persoane, 24954
20-24 ani, Total, Total, Dambovita, Anul 2023, Numar persoane, 25085
20-24 ani, Total, Total, Giurgiu, Anul 2012, Numar persoane, 17872
20-24 ani, Total, Total, Giurgiu, Anul 2013, Numar persoane, 16757
20-24 ani, Total, Total, Giurgiu, Anul 2014, Numar persoane, 15596
20-24 ani, Total, Total, Giurgiu, Anul 2015, Numar persoane, 15109
20-24 ani, Total, Total, Giurgiu, Anul 2016, Numar persoane, 14933
20-24 ani, Total, Total, Giurgiu, Anul 2017, Numar persoane, 15144
20-24 ani, Total, Total, Giurgiu, Anul 2018, Numar persoane, 15241
20-24 ani, Total, Total, Giurgiu, Anul 2019, Numar persoane, 15205
20-24 ani, Total, Total, Giurgiu, Anul 2020, Numar persoane, 15052
20-24 ani, Total, Total, Giurgiu, Anul 2021, Numar persoane, 14773
20-24 ani, Total, Total, Giurgiu, Anul 2022, Numar persoane, 13215
20-24 ani, Total, Total, Giurgiu, Anul 2023, Numar persoane, 13133
20-24 ani, Total, Total, Ialomita, Anul 2012, Numar persoane, 15763
20-24 ani, Total, Total, Ialomita, Anul 2013, Numar persoane, 14042
20-24 ani, Total, Total, Ialomita, Anul 2014, Numar persoane, 13605
20-24 ani, Total, Total, Ialomita, Anul 2015, Numar persoane, 13345
20-24 ani, Total, Total, Ialomita, Anul 2016, Numar persoane, 13750
20-24 ani, Total, Total, Ialomita, Anul 2017, Numar persoane, 14272
20-24 ani, Total, Total, Ialomita, Anul 2018, Numar persoane, 14755
20-24 ani, Total, Total, Ialomita, Anul 2019, Numar persoane, 14513
20-24 ani, Total, Total, Ialomita, Anul 2020, Numar persoane, 14644
20-24 ani, Total, Total, Ialomita, Anul 2021, Numar persoane, 14764
20-24 ani, Total, Total, Ialomita, Anul 2022, Numar persoane, 12545
20-24 ani, Total, Total, Ialomita, Anul 2023, Numar persoane, 12725
20-24 ani, Total, Total, Prahova, Anul 2012, Numar persoane, 47749
20-24 ani, Total, Total, Prahova, Anul 2013, Numar persoane, 43708
20-24 ani, Total, Total, Prahova, Anul 2014, Numar persoane, 40881
20-24 ani, Total, Total, Prahova, Anul 2015, Numar persoane, 38493
20-24 ani, Total, Total, Prahova, Anul 2016, Numar persoane, 37205
20-24 ani, Total, Total, Prahova, Anul 2017, Numar persoane, 36452
20-24 ani, Total, Total, Prahova, Anul 2018, Numar persoane, 35998
20-24 ani, Total, Total, Prahova, Anul 2019, Numar persoane, 34923
20-24 ani, Total, Total, Prahova, Anul 2020, Numar persoane, 34025
20-24 ani, Total, Total, Prahova, Anul 2021, Numar persoane, 34192
20-24 ani, Total, Total, Prahova, Anul 2022, Numar persoane, 32282
20-24 ani, Total, Total, Prahova, Anul 2023, Numar persoane, 32773
20-24 ani, Total, Total, Teleorman, Anul 2012, Numar persoane, 19348
20-24 ani, Total, Total, Teleorman, Anul 2013, Numar persoane, 17969
20-24 ani, Total, Total, Teleorman, Anul 2014, Numar persoane, 17661
20-24 ani, Total, Total, Teleorman, Anul 2015, Numar persoane, 17693
20-24 ani, Total, Total, Teleorman, Anul 2016, Numar persoane, 17772
20-24 ani, Total, Total, Teleorman, Anul 2017, Numar persoane, 17974
20-24 ani, Total, Total, Teleorman, Anul 2018, Numar persoane, 18152
20-24 ani, Total, Total, Teleorman, Anul 2019, Numar persoane, 17603
20-24 ani, Total, Total, Teleorman, Anul 2020, Numar persoane, 17411
20-24 ani, Total, Total, Teleorman, Anul 2021, Numar persoane, 17157
20-24 ani, Total, Total, Teleorman, Anul 2022, Numar persoane, 14903
20-24 ani, Total, Total, Teleorman, Anul 2023, Numar persoane, 14645
20-24 ani, Total, Total, Ilfov, Anul 2012, Numar persoane, 26828
20-24 ani, Total, Total, Ilfov, Anul 2013, Numar persoane, 25609
20-24 ani, Total, Total, Ilfov, Anul 2014, Numar persoane, 23514
20-24 ani, Total, Total, Ilfov, Anul 2015, Numar persoane, 22277
20-24 ani, Total, Total, Ilfov, Anul 2016, Numar persoane, 21502
20-24 ani, Total, Total, Ilfov, Anul 2017, Numar persoane, 21497
20-24 ani, Total, Total, Ilfov, Anul 2018, Numar persoane, 22046
20-24 ani, Total, Total, Ilfov, Anul 2019, Numar persoane, 23283
20-24 ani, Total, Total, Ilfov, Anul 2020, Numar persoane, 23707
20-24 ani, Total, Total, Ilfov, Anul 2021, Numar persoane, 25794
20-24 ani, Total, Total, Ilfov, Anul 2022, Numar persoane, 25090
20-24 ani, Total, Total, Ilfov, Anul 2023, Numar persoane, 25219
20-24 ani, Total, Total, Municipiul Bucuresti, Anul 2012, Numar persoane, 151235
20-24 ani, Total, Total, Municipiul Bucuresti, Anul 2013, Numar persoane, 140170
20-24 ani, Total, Total, Municipiul Bucuresti, Anul 2014, Numar persoane, 119180
20-24 ani, Total, Total, Municipiul Bucuresti, Anul 2015, Numar persoane, 98749
20-24 ani, Total, Total, Municipiul Bucuresti, Anul 2016, Numar persoane, 83147
20-24 ani, Total, Total, Municipiul Bucuresti, Anul 2017, Numar persoane, 71115
20-24 ani, Total, Total, Municipiul Bucuresti, Anul 2018, Numar persoane, 62096
20-24 ani, Total, Total, Municipiul Bucuresti, Anul 2019, Numar persoane, 61496
20-24 ani, Total, Total, Municipiul Bucuresti, Anul 2020, Numar persoane, 60179
20-24 ani, Total, Total, Municipiul Bucuresti, Anul 2021, Numar persoane, 60715
20-24 ani, Total, Total, Municipiul Bucuresti, Anul 2022, Numar persoane, 73301
20-24 ani, Total, Total, Municipiul Bucuresti, Anul 2023, Numar persoane, 71673
20-24 ani, Total, Total, Dolj, Anul 2012, Numar persoane, 43650
20-24 ani, Total, Total, Dolj, Anul 2013, Numar persoane, 41976
20-24 ani, Total, Total, Dolj, Anul 2014, Numar persoane, 40063
20-24 ani, Total, Total, Dolj, Anul 2015, Numar persoane, 38388
20-24 ani, Total, Total, Dolj, Anul 2016, Numar persoane, 36627
20-24 ani, Total, Total, Dolj, Anul 2017, Numar persoane, 35066
20-24 ani, Total, Total, Dolj, Anul 2018, Numar persoane, 33865
20-24 ani, Total, Total, Dolj, Anul 2019, Numar persoane, 33178
20-24 ani, Total, Total, Dolj, Anul 2020, Numar persoane, 32329
20-24 ani, Total, Total, Dolj, Anul 2021, Numar persoane, 32499
20-24 ani, Total, Total, Dolj, Anul 2022, Numar persoane, 30829
20-24 ani, Total, Total, Dolj, Anul 2023, Numar persoane, 31181
20-24 ani, Total, Total, Gorj, Anul 2012, Numar persoane, 20576
20-24 ani, Total, Total, Gorj, Anul 2013, Numar persoane, 18847
20-24 ani, Total, Total, Gorj, Anul 2014, Numar persoane, 18632
20-24 ani, Total, Total, Gorj, Anul 2015, Numar persoane, 18796
20-24 ani, Total, Total, Gorj, Anul 2016, Numar persoane, 19129
20-24 ani, Total, Total, Gorj, Anul 2017, Numar persoane, 19605
20-24 ani, Total, Total, Gorj, Anul 2018, Numar persoane, 19965
20-24 ani, Total, Total, Gorj, Anul 2019, Numar persoane, 19159
20-24 ani, Total, Total, Gorj, Anul 2020, Numar persoane, 18343
20-24 ani, Total, Total, Gorj, Anul 2021, Numar persoane, 17928
20-24 ani, Total, Total, Gorj, Anul 2022, Numar persoane, 16306
20-24 ani, Total, Total, Gorj, Anul 2023, Numar persoane, 16255
20-24 ani, Total, Total, Mehedinti, Anul 2012, Numar persoane, 14834
20-24 ani, Total, Total, Mehedinti, Anul 2013, Numar persoane, 13849
20-24 ani, Total, Total, Mehedinti, Anul 2014, Numar persoane, 13518
20-24 ani, Total, Total, Mehedinti, Anul 2015, Numar persoane, 13463
20-24 ani, Total, Total, Mehedinti, Anul 2016, Numar persoane, 13519
20-24 ani, Total, Total, Mehedinti, Anul 2017, Numar persoane, 13608
20-24 ani, Total, Total, Mehedinti, Anul 2018, Numar persoane, 13787
20-24 ani, Total, Total, Mehedinti, Anul 2019, Numar persoane, 13415
20-24 ani, Total, Total, Mehedinti, Anul 2020, Numar persoane, 13303
20-24 ani, Total, Total, Mehedinti, Anul 2021, Numar persoane, 13126
20-24 ani, Total, Total, Mehedinti, Anul 2022, Numar persoane, 11034
20-24 ani, Total, Total, Mehedinti, Anul 2023, Numar persoane, 11060
20-24 ani, Total, Total, Olt, Anul 2012, Numar persoane, 24431
20-24 ani, Total, Total, Olt, Anul 2013, Numar persoane, 22106
20-24 ani, Total, Total, Olt, Anul 2014, Numar persoane, 21695
20-24 ani, Total, Total, Olt, Anul 2015, Numar persoane, 22007
20-24 ani, Total, Total, Olt, Anul 2016, Numar persoane, 22401
20-24 ani, Total, Total, Olt, Anul 2017, Numar persoane, 23073
20-24 ani, Total, Total, Olt, Anul 2018, Numar persoane, 23553
20-24 ani, Total, Total, Olt, Anul 2019, Numar persoane, 22963
20-24 ani, Total, Total, Olt, Anul 2020, Numar persoane, 22439
20-24 ani, Total, Total, Olt, Anul 2021, Numar persoane, 22265
20-24 ani, Total, Total, Olt, Anul 2022, Numar persoane, 19039
20-24 ani, Total, Total, Olt, Anul 2023, Numar persoane, 18488
20-24 ani, Total, Total, Valcea, Anul 2012, Numar persoane, 20948
20-24 ani, Total, Total, Valcea, Anul 2013, Numar persoane, 19131
20-24 ani, Total, Total, Valcea, Anul 2014, Numar persoane, 18485
20-24 ani, Total, Total, Valcea, Anul 2015, Numar persoane, 18459
20-24 ani, Total, Total, Valcea, Anul 2016, Numar persoane, 18419
20-24 ani, Total, Total, Valcea, Anul 2017, Numar persoane, 18680
20-24 ani, Total, Total, Valcea, Anul 2018, Numar persoane, 19034
20-24 ani, Total, Total, Valcea, Anul 2019, Numar persoane, 18670
20-24 ani, Total, Total, Valcea, Anul 2020, Numar persoane, 18180
20-24 ani, Total, Total, Valcea, Anul 2021, Numar persoane, 18135
20-24 ani, Total, Total, Valcea, Anul 2022, Numar persoane, 16003
20-24 ani, Total, Total, Valcea, Anul 2023, Numar persoane, 16157
20-24 ani, Total, Total, Arad, Anul 2012, Numar persoane, 27990
20-24 ani, Total, Total, Arad, Anul 2013, Numar persoane, 26485
20-24 ani, Total, Total, Arad, Anul 2014, Numar persoane, 24876
20-24 ani, Total, Total, Arad, Anul 2015, Numar persoane, 23968
20-24 ani, Total, Total, Arad, Anul 2016, Numar persoane, 23177
20-24 ani, Total, Total, Arad, Anul 2017, Numar persoane, 22435
20-24 ani, Total, Total, Arad, Anul 2018, Numar persoane, 22331
20-24 ani, Total, Total, Arad, Anul 2019, Numar persoane, 22334
20-24 ani, Total, Total, Arad, Anul 2020, Numar persoane, 22132
20-24 ani, Total, Total, Arad, Anul 2021, Numar persoane, 22309
20-24 ani, Total, Total, Arad, Anul 2022, Numar persoane, 20587
20-24 ani, Total, Total, Arad, Anul 2023, Numar persoane, 20566
20-24 ani, Total, Total, Caras-Severin, Anul 2012, Numar persoane, 17457
20-24 ani, Total, Total, Caras-Severin, Anul 2013, Numar persoane, 15863
20-24 ani, Total, Total, Caras-Severin, Anul 2014, Numar persoane, 15176
20-24 ani, Total, Total, Caras-Severin, Anul 2015, Numar persoane, 14899
20-24 ani, Total, Total, Caras-Severin, Anul 2016, Numar persoane, 14871
20-24 ani, Total, Total, Caras-Severin, Anul 2017, Numar persoane, 14808
20-24 ani, Total, Total, Caras-Severin, Anul 2018, Numar persoane, 14939
20-24 ani, Total, Total, Caras-Severin, Anul 2019, Numar persoane, 14835
20-24 ani, Total, Total, Caras-Severin, Anul 2020, Numar persoane, 14703
20-24 ani, Total, Total, Caras-Severin, Anul 2021, Numar persoane, 14574
20-24 ani, Total, Total, Caras-Severin, Anul 2022, Numar persoane, 11555
20-24 ani, Total, Total, Caras-Severin, Anul 2023, Numar persoane, 11805
20-24 ani, Total, Total, Hunedoara, Anul 2012, Numar persoane, 22703
20-24 ani, Total, Total, Hunedoara, Anul 2013, Numar persoane, 20912
20-24 ani, Total, Total, Hunedoara, Anul 2014, Numar persoane, 20218
20-24 ani, Total, Total, Hunedoara, Anul 2015, Numar persoane, 20036
20-24 ani, Total, Total, Hunedoara, Anul 2016, Numar persoane, 20372
20-24 ani, Total, Total, Hunedoara, Anul 2017, Numar persoane, 20698
20-24 ani, Total, Total, Hunedoara, Anul 2018, Numar persoane, 20905
20-24 ani, Total, Total, Hunedoara, Anul 2019, Numar persoane, 20301
20-24 ani, Total, Total, Hunedoara, Anul 2020, Numar persoane, 19686
20-24 ani, Total, Total, Hunedoara, Anul 2021, Numar persoane, 19351
20-24 ani, Total, Total, Hunedoara, Anul 2022, Numar persoane, 15888
20-24 ani, Total, Total, Hunedoara, Anul 2023, Numar persoane, 15908
20-24 ani, Total, Total, Timis, Anul 2012, Numar persoane, 66776
20-24 ani, Total, Total, Timis, Anul 2013, Numar persoane, 66228
20-24 ani, Total, Total, Timis, Anul 2014, Numar persoane, 59583
20-24 ani, Total, Total, Timis, Anul 2015, Numar persoane, 52432
20-24 ani, Total, Total, Timis, Anul 2016, Numar persoane, 44932
20-24 ani, Total, Total, Timis, Anul 2017, Numar persoane, 38645
20-24 ani, Total, Total, Timis, Anul 2018, Numar persoane, 33599
20-24 ani, Total, Total, Timis, Anul 2019, Numar persoane, 32893
20-24 ani, Total, Total, Timis, Anul 2020, Numar persoane, 31768
20-24 ani, Total, Total, Timis, Anul 2021, Numar persoane, 31587
20-24 ani, Total, Total, Timis, Anul 2022, Numar persoane, 32236
20-24 ani, Total, Total, Timis, Anul 2023, Numar persoane, 31872
25-29 ani, Total, Total, Bihor, Anul 2012, Numar persoane, 38785
25-29 ani, Total, Total, Bihor, Anul 2013, Numar persoane, 39668
25-29 ani, Total, Total, Bihor, Anul 2014, Numar persoane, 40806
25-29 ani, Total, Total, Bihor, Anul 2015, Numar persoane, 41303
25-29 ani, Total, Total, Bihor, Anul 2016, Numar persoane, 40107
25-29 ani, Total, Total, Bihor, Anul 2017, Numar persoane, 38911
25-29 ani, Total, Total, Bihor, Anul 2018, Numar persoane, 37434
25-29 ani, Total, Total, Bihor, Anul 2019, Numar persoane, 35259
25-29 ani, Total, Total, Bihor, Anul 2020, Numar persoane, 33199
25-29 ani, Total, Total, Bihor, Anul 2021, Numar persoane, 31674
25-29 ani, Total, Total, Bihor, Anul 2022, Numar persoane, 29794
25-29 ani, Total, Total, Bihor, Anul 2023, Numar persoane, 29546
25-29 ani, Total, Total, Bistrita-Nasaud, Anul 2012, Numar persoane, 18124
25-29 ani, Total, Total, Bistrita-Nasaud, Anul 2013, Numar persoane, 18279
25-29 ani, Total, Total, Bistrita-Nasaud, Anul 2014, Numar persoane, 18505
25-29 ani, Total, Total, Bistrita-Nasaud, Anul 2015, Numar persoane, 18446
25-29 ani, Total, Total, Bistrita-Nasaud, Anul 2016, Numar persoane, 17625
25-29 ani, Total, Total, Bistrita-Nasaud, Anul 2017, Numar persoane, 16417
25-29 ani, Total, Total, Bistrita-Nasaud, Anul 2018, Numar persoane, 15185
25-29 ani, Total, Total, Bistrita-Nasaud, Anul 2019, Numar persoane, 14637
25-29 ani, Total, Total, Bistrita-Nasaud, Anul 2020, Numar persoane, 14384
25-29 ani, Total, Total, Bistrita-Nasaud, Anul 2021, Numar persoane, 14509
25-29 ani, Total, Total, Bistrita-Nasaud, Anul 2022, Numar persoane, 15954
25-29 ani, Total, Total, Bistrita-Nasaud, Anul 2023, Numar persoane, 15948
25-29 ani, Total, Total, Cluj, Anul 2012, Numar persoane, 53789
25-29 ani, Total, Total, Cluj, Anul 2013, Numar persoane, 57808
25-29 ani, Total, Total, Cluj, Anul 2014, Numar persoane, 62414
25-29 ani, Total, Total, Cluj, Anul 2015, Numar persoane, 67114
25-29 ani, Total, Total, Cluj, Anul 2016, Numar persoane, 70365
25-29 ani, Total, Total, Cluj, Anul 2017, Numar persoane, 72724
25-29 ani, Total, Total, Cluj, Anul 2018, Numar persoane, 72769
25-29 ani, Total, Total, Cluj, Anul 2019, Numar persoane, 66345
25-29 ani, Total, Total, Cluj, Anul 2020, Numar persoane, 57704
25-29 ani, Total, Total, Cluj, Anul 2021, Numar persoane, 48858
25-29 ani, Total, Total, Cluj, Anul 2022, Numar persoane, 42156
25-29 ani, Total, Total, Cluj, Anul 2023, Numar persoane, 42426
25-29 ani, Total, Total, Maramures, Anul 2012, Numar persoane, 32429
25-29 ani, Total, Total, Maramures, Anul 2013, Numar persoane, 32885
25-29 ani, Total, Total, Maramures, Anul 2014, Numar persoane, 33631
25-29 ani, Total, Total, Maramures, Anul 2015, Numar persoane, 33579
25-29 ani, Total, Total, Maramures, Anul 2016, Numar persoane, 31993
25-29 ani, Total, Total, Maramures, Anul 2017, Numar persoane, 30402
25-29 ani, Total, Total, Maramures, Anul 2018, Numar persoane, 28450
25-29 ani, Total, Total, Maramures, Anul 2019, Numar persoane, 26764
